,label,tweet_id,tweet_text
10086,other_useful_information,'466222120016809985',MERS Search: Disease Detectives Beat Bushes For Virus http://t.co/ybFLY7vqKY #Health #HealthCare #Syndromes #Viruses
10087,other_useful_information,'466362826463129600',#Health News : TSA Warns Travelers About Deadly MERS Virus: The disease that recently sho... http://t.co/9yFPQ49AN6 #QuitSmoking #Follow
10089,other_useful_information,'478562470173216768',"Middle East respiratory syndrome coronavirus (MERS-CoV) Â update: On 31 May 2014, the National I... http://t.co/nhkSmMezUZ #WHO #disease"
10096,other_useful_information,'463886024473460737',"RT @maiamajumder: #MERS: Our greatest challenge as ""Western scientists"" in #KSA is not so much the disease as it is cultural awareness &amp; coÂ"
10098,other_useful_information,'462788116785274883',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has killed more than 100 p...
10101,other_useful_information,'461530111569715200',Viral Disease MERS Spreads to Southeast Asia http://t.co/RLDMNxUq0v
10102,other_useful_information,'468398379785932800',I just found out about this mers disease... better now fucking have it!
10103,other_useful_information,'462751937054904321',#socialMedia #smm 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/II5ZYDs5Gj
10105,other_useful_information,'466387124380766208',RT @DiseaseSymptom: Middle East Respiratory Syndrome (MERS) Spreads From Saudi Arabia to Europe: No Cure or Vaccine So Far. - http://t.co/cÂ
10107,other_useful_information,'468778834549284864',RT @CDCgov: Infectious disease threats such as Middle East respiratory syndrome (#MERS) pose a growing danger to people everywhere. #CDCchat
10109,other_useful_information,'477083325589635073',RT @Fla_Medic: AFD Blog `#BMC Research Notes: Unanswered Question About #MERS-CoV' http://t.co/EcrxjmxRnY
10116,other_useful_information,'466345127712423937',So there's a new disease called MERS. Lol mers. And it's from the middle east...go figure
10117,other_useful_information,'466161703097356291',#News: MERS Mystery: Disease Detectives Search for Infected Travelers: Disease detectives are going throug... http://t.co/LWe25QaV1i #TU
10119,other_useful_information,'466194770126049281',MERS Search: Disease Detectives Beat Bushes for Virus: Disease detectives are going through the pains... http://t.co/s7VwWSm4rl @TeamLOA
10121,other_useful_information,'472118608349650945',RT @hsclarkmystery: ART AND MEDICINE!?Dr answers questions on medical media http://t.co/h71XeaHaGN #mhealth #ACA #foamed #RN #health #doctoÂ
10125,other_useful_information,'463696702529339392',Middle East Respiratory Syndrome (MERS) made it to the US last week. MERS has no cure or defined treatment. http://t.co/VRndRItstG
10131,other_useful_information,'466205417001857024',MERS Search: Disease Detectives Beat Bushes for Virus - http://t.co/3lZg511BTz: ABC NewsMERS Search: Disease De... http://t.co/8yj3Pxxujm
10140,other_useful_information,'463238060646604800',#CDC-#MERS-Frequently Asked Questions - @CDCgov http://t.co/ijqbuCe11u  #MERS  #coronavirus  #USMERS
10141,other_useful_information,'466406229188042752',RT @NBCNewsHealth: MERS Mystery: Disease Detectives Search for Infected Travelers http://t.co/hrNLOeKxr4
10146,other_useful_information,'462754227433910272',"10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle... http://t.co/MBDM6RBI2Y #app,#iphone,#apple"
10147,other_useful_information,'474631479540998145',"Scientists question Saudi openness on deadly MERS virus outbreak: By Kate Kelland LONDON, June 5 (Reuters) - A... http://t.co/dBnKApTcNK"
10151,other_useful_information,'466226659444535297',MERS Mystery: Disease Detectives Search for InfectedÂ Travelers http://t.co/HjXHtIUKgt
10153,other_useful_information,'468736254407086080',CDC #MERS Frequently asked questions. @CDCgov
10159,other_useful_information,'465990191615049729',"I know it's messed up, but the MERS virus is interesting to me, as is any pandemic disease........"
10160,other_useful_information,'466344979062095874',WHO Holds Emergency Meeting Over MERS: Health and infectious disease experts have met at the World Health Orga... http://t.co/PwqzrnKys7
10164,other_useful_information,'462744846563037184',#MobileTechnology 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/9HvwhQA3WP
10166,other_useful_information,'467468977456046080',RT @wnpr: MERS has morphed from a little-known disease in the Arabian Peninsula to a major global health concern. http://t.co/FWETDifZEB
10168,other_useful_information,'460477881496240128',RT @Crof: Egypt's health minister urges citizens to report flu symptoms to contain #MERS http://t.co/ZGBoWkr0sV
10169,other_useful_information,'463362979241529344',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/IOxd2zW5lV via @mashable
10173,other_useful_information,'472449047811215361',RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari
10175,other_useful_information,'462734116149288960',"New post: ""10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana"" http://t.co/YDUQY08Mhr"
10176,other_useful_information,'473022141290795008',"Ebola, then MERS??! Na setup! RT @MobilePunch: Guard against Middle East disease, doctor advises Nigerians http://t.co/wVO1tsjVGK"
10186,other_useful_information,'467312955562790912',The MERS Outbreak: Is The Government Doing Enough?: The Centers for Disease Control and World Health Organization... http://t.co/ujGyndGv3V
10188,other_useful_information,'467093920594157568',"RT @adnanalmazrooa: Updated MERS-CoV case definition, infection prevention and control guidelines by Saudi MOH, May 13th, 2014:  http://t.cÂ"
10194,other_useful_information,'466326667666157569',RT @CanHepa: .@HelenBranswell Interesting but what specific questions have Saudi Arabia not answered? And what studies are missing? #KSA #MÂ
10195,other_useful_information,'465914696873172992',"UI Scientists Working to Understand MERS: IOWA CITY, Iowa Â The Centers for Disease Control identified the fir... http://t.co/f7hSPsuTJQ"
10199,other_useful_information,'462733956983435265',#socialmedia: 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A... http://t.co/D3qx93xvQc #technology #rt #ad
10204,other_useful_information,'468753564324884480',RT @NBCNewsHealth: MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/YomQitEas8
10205,other_useful_information,'466197938461372417',#coupons #sales MERS Search: Disease Detectives Beat Bushes for Virus - http://t.co/51FgMgsLQH http://t.co/9gGnY9wk0M #morel #mushroom
10207,other_useful_information,'462577128995713024',"Deadly MERS virus arrives in U.S.: The CDC says a deadly disease called Middle East Respiratory Syndrome, or M... http://t.co/3HOWcDDuCP"
10216,other_useful_information,'462741161375830016',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana  #BuyFollowers http://t.co/sHaF8qvY8c http://t.co/3RHdIVdmtu
10221,other_useful_information,'464448889865920513',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana - Mashable http://t.co/NcS8pZz9w4
10225,other_useful_information,'466166625927184384',RT @MarinaMarraco: Could there be more cases of #MERS in the US? In Central Florida? It's troubling question officials want answered.
10229,other_useful_information,'462682522288009216',#TeamAruba Gupta: Disease origin a 'mystery': Dr. Sanjay Gupta has answers about MERS after the CDC confirms t... http://t.co/OySvB4czZ3
10231,other_useful_information,'462749494929420288',#SEO #NativeBusiness 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/VWVeJQ9N2G #InternetMarketing
10240,other_useful_information,'467584710731124737',"Frequently Asked Questions on Middle East Respiratory Syndrome Coronavirus (MERS?CoV) (WHO, May 17 2014) http://t.co/lm3nEvbceI"
10241,other_useful_information,'462314999017664514',Had to actually look up if MERS was an indie band or deadly disease.
10244,other_useful_information,'469296854341910528',"RT @tjax620: Theres an awful DISEASE inflicting this country. It's worse than cancer, heart attacks, AIDS, MRSA &amp; MERS combined! It's calleÂ"
10246,other_useful_information,'469860517268307968',RDH eVillage: Average visit 94 minutes | Handle the insurance question | Kelsch's update on #MERS virus http://t.co/ZhV8ZksA2t #dental
10247,other_useful_information,'467762900531027968',RT @CDCgov: #MERS &amp; #H7N9=recent global disease threats. Working w/ partners on #globalhealthsecurity we can save lives http://t.co/F6yZwyWÂ
10249,other_useful_information,'469804721159827456',RT @GSSHealth: 3rd US #MERS #coronavirus case brings more questions than answers http://t.co/Dfc6b3F56s @USAToday
10250,other_useful_information,'462416414788579328',"RT @marynmck: 10/10 Â so find trustworthy sources. i suggest following  @HelenBranswell, longtime infectious disease reporter who follows MÂ"
10251,other_useful_information,'461007890531106816',Antibodies against deadly emerging disease MERS identified - Zee News: The Australian Financial ReviewAntibodi... http://t.co/U6KoBNi5gb
10252,other_useful_information,'463030271412281344',RT @verge: The deadly respiratory disease MERS has hit the US for the first time http://t.co/YlUmSH7Woi
10253,other_useful_information,'468612819877761025',RT @NewDay: Important questions answered about #MERS: http://t.co/QCkNdsiMHP #NewDay http://t.co/z9kJ2AB5kY
10259,other_useful_information,'474804986283823104',Scientists question Saudi openness on deadly MERS virus outbreak http://t.co/8UemFrPfo1 #news #world
10261,other_useful_information,'469324023726624768',Primarily look at people with acute disease #asm2014 #MERS #chikungunya http://t.co/cait8oNEIE but also human/animal interface
10262,other_useful_information,'463319278926565376',RT @ChiPublicHealth: Residents and medical providers who have questions about MERS-CoV should call the IL State hotline at 1-844-565-0256 hÂ
10263,other_useful_information,'462311950941437953',RT @CTV_AvisFavaro: #MERS now exported to US  flew from Riyadh April 24 to Chicago. Took a bus to Indiana. Respiratory symptoms began AprilÂ
10265,other_useful_information,'466341893606211584',"RT @nbcbayarea: JUST IN: TSA and CDC to post signs at major U.S. airports, alerting travelers about MERS virus. (via @NBCNightlyNews) http:Â"
10271,other_useful_information,'474577671255384065',#Alert #Trust Scientists question Saudi openness on deadly MERS virus outbreak http://t.co/PD81KN8sea #Reuters via @AlertNet #Berluscoma
10275,other_useful_information,'467702540490924032',MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/5zIyeRvuwW
10278,other_useful_information,'466646723314876418',"The very serious MERS respiratory disease has come to Florida. For more on the story, please go to... http://t.co/7TjSwNrDuz"
10281,other_useful_information,'466331372001701888',@olamide719 WHO Holds Emergency Meeting Over MERS: Health and infectious disease experts have met at the World... http://t.co/ZhEr2PofA8
10287,other_useful_information,'467917501528276992',Orlando MERS virus case sparks questions http://t.co/0wC7lQMM65
10292,other_useful_information,'465179535458459649',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/aURBmVJ0cY
10295,other_useful_information,'462347202761719808',Indiana Department of Health creates hotline for people with questions about MERS virus http://t.co/aChN3C61XW
10299,other_useful_information,'466349047687950336',"Top story: MERS Search: Disease Detectives Beat Bushes for Virus - NBC News http://t.co/bSIhf2WhFc, see more http://t.co/VvsyuUFuAG"
10300,other_useful_information,'462734742194892800',#mashable 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/Kv0h1o4tWz @freevivek
10301,other_useful_information,'462844735955034112',#Matzav_com Deadly MERS Disease Found in U.S. http://t.co/6vD09Tw1Xc
10304,other_useful_information,'466592406989967360',MT @NASciences: How much do you know about infectious disease? Check out free resources #MERS http://t.co/hLZf0S1lF3 http://t.co/rGtSMcvZ0H
10305,other_useful_information,'467292901852995584',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/SIAYidlshK"
10311,other_useful_information,'474625996411252737',"Scientists question Saudi openness on deadly MERS virus outbreak: LONDON, June 5 (Reuters) - A dramatic upward... http://t.co/MGRMs91q20"
10314,other_useful_information,'467208876538867712',"@drmohka Updated MERS-CoV case definition, prevention and control by Saudi MOH, May 13th, 2014:  http://t.co/tQiEJTyBT0"
10318,other_useful_information,'466286035144437760',WHO holds emergency meeting on deadly Saudi MERS virus: LONDON (Reuters) - Health and infectious disease experts met at the World Hea...
10319,other_useful_information,'466595956272926721',"How many people can explain the difference between MERS, MRS(A), and MERS - a company, infection, &amp; disease respectively. Without googling!"
10320,other_useful_information,'473603531615010816',"RT @ECDC_EU: Communicable Disease Threats Report Week 23; with updates on #Ebola, #MERS-CoV &amp; chikungunya.  #CDTR http://t.co/zvmInNsfcF"
10326,other_useful_information,'467198515211296768',RT @WHO: Dr Fukuda is now taking questions on #MERS from journalists in Geneva and those connected online
10329,other_useful_information,'475580075157757952',Scientists question #Saudi openness on deadly #MERS #virus #outbreak  http://t.co/I5JwZdFsaa
10333,other_useful_information,'462734877582823424',( #JulioGarcia_x3 ) 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indi... http://t.co/KZk83skpD4 ( #JulioGarcia_x3 )
10338,other_useful_information,'511710044044677121',"Does anyone have information on emergency services and potable water in La Paz, BCS? #odile #HurricaneODILE #LaPaz"
10339,other_useful_information,'511700192144281600',RT @dsamuel: Wow! My wife in this airport yesterday Â@PzFeed: Tragic sight of Cabo Airport after hurricane Odile paid a visit http://t.co/GÂ
10341,other_useful_information,'514627577831768064',(09/22) ONE WAY TO HELP ODILE VICTIMS  #surfing http://t.co/mUjnzMgQqw
10349,other_useful_information,'511591734158299137',"#juan_starz A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile cam... http://t.co/mK6nbk7dhK #danilo_starz"
10352,other_useful_information,'514491062321438720',#LosCabos airport shut until Oct. 8 because of Hurricane #Odile damage; many hotels hope to reopen in mid/late Oct. http://t.co/8Suzrn19Dm
10353,other_useful_information,'512327024355336192',RT @Associa: 2:45 PM CT Associa Mexico Realty Services UPDATE No. 1 #hurricaneodile #Odile http://t.co/lDQkEuHxB7
10354,other_useful_information,'511590599758053376',"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Ca... http://t.co/JfQsf3WV9K #ideaTick"
10372,other_useful_information,'512266513999347712',"Sammy Hagar has canceled his Birthday Bash due to Hurricane Odile causing destruction to Cabo San Lucas, Mexico. http://t.co/QnohXeyDwx"
10374,other_useful_information,'512325141494530049',"#Cabo RT @RodrigoEBR: First live report on national TV from La Paz after #Odile. No looting at all, services ... http://t.co/rZ6OrWj0zF"
10388,other_useful_information,'511594064186048512',"#mashable ||  A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/dc0v1JYiDG #niceread"
10398,other_useful_information,'511591975351373824',"#socialmedia #tech A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odi... http://t.co/izWC2EeKz9 di @mashable"
10404,other_useful_information,'511622184461430784',"Sheraton Hacienda del Mar, Los Cabos  http://t.co/VWWXAzbof0  wind &amp; rain damage, guests ok, power provided by generators #hmrd #Odile"
10412,other_useful_information,'511598360927948800',"RT @lisabriercliffe: A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/cLbBYBlF29"
10415,other_useful_information,'512315596533661697',"#Hurricane #Odile from my roof in Mesa, AZ. #HurricaneODILE #Arizona @foxnewsalert @ArizonaNewsnet @abc15 @abc15phx http://t.co/qsHAIDL9EF"
10416,other_useful_information,'511598421292367872',#HollyoaksAutumnTrailer #HurricaneODILE #Habs #HipHopRealSkillsVol2 check it out?A?A https://t.co/t6MtKOYpHF UK HIP HOP
10433,other_useful_information,'511472190437736448',"If Mexico asks for hurricane Odile clean-up help, I think we should demand a Marine's release first.  #FreeOurMarine @Montel_Williams"
10435,other_useful_information,'516800349693153280',"#NaturalDisasters Costco in Cabo severely damaged by Hurricane Odile, looters: Â  deals with damage wrought by...  http://t.co/pZVinuVm7l"
10443,other_useful_information,'511669628075253760',@united no power food shelter (using rationed pwr)still no help - 2 flights took off aft canceld flt 868 #Odile http://t.co/3LAf1MVsXA
10463,other_useful_information,'511658848365838336',If you have clients in Cabo now is the time to help them.  Hurricane made a big impact. Help them get back home an be a hero
10468,other_useful_information,'514560844148244480',RT @DigitalGlobe: MT @tomnod 3 new @DigitalGlobe image strips are up! Help map damage in #BajaCalifornia from #Hurricane #Odile http://t.coÂ
10471,other_useful_information,'511901432933400577',Advisory #026 Watches/Warnings [kmz] - Tropical Storm ODILE (EP5/EP152014) http://t.co/WedUIbwP4i
10473,other_useful_information,'511789302599417856',Mexico - Travel News - FCO updates Travel Advice for Mexico regarding Hurricane Odile #Mexico #travel #hurricane #Odile #TravelAwareness
10489,other_useful_information,'511591602847219712',"A Path of Hurricane Odile's Destruction, Seen Through Instagram  via @josephjett #tech http://t.co/Uyrsfl9zVw"
10490,other_useful_information,'514512690489077760',RT @avioneando: RT @Jaunted: Photos of Hurricane Destruction at Cabo San Lucas' Airport: http://t.co/wXiFEJffhh (not pretty) http://t.co/FjÂ
10493,other_useful_information,'511547167106809856',US tax deduction for losses in Baja Sur due to damages caused by Hurricane Odile http://t.co/8gFZ7YgLuN
10496,other_useful_information,'511606207488851968',A list of Hurricane Shelters in Baja California Sur https://t.co/nPU7tVusqw
10505,other_useful_information,'511591788885196800',"(#Diime_Daniiel) A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane O... http://t.co/LUgOb2C07D (@Diime_Daniiel)"
10507,other_useful_information,'512046399626551296',@alannaerogers hello were you at Cabo Azul during the hurricane? Did it sustain any damage?
10511,other_useful_information,'511647383890182144',"Check out these damage photos out of Cabo San Lucas, Mexico as Hurricane Odile slammed into the coast overnight.... http://t.co/h5u4f0YRur"
10514,other_useful_information,'511593471665537024',"RT @wittier9 A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/3tQOb0UASZ #PleaseRT http://t.co/DM5mbAeeXF"
10520,other_useful_information,'511591711307354113',"A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/yxXWamHSdM (Tweet.Error)"
10524,other_useful_information,'511590780310286336',"#Jumia A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came... http://t.co/Wp9EgZ0DkV #Mashable Comment"
10525,other_useful_information,'511686123018403840',RT @JenDelgadoTWC: Holidaymakers take shelter after #Mexico is battered by #Hurricane #Odile http://t.co/hSQ4sqfWr1 #baja
10532,other_useful_information,'511991893618855936',@thepointsguy HELP! Trip booked to Cabo in Oct hotel unsure when reopening after hurricane everything booked with points&amp;miles! Suggestions?
10546,other_useful_information,'511592333234544640',"( ! #Axeliito_x3 ! ) A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurr... http://t.co/5F9cApq1Kp - $ #WizKhalifa $ -"
10549,other_useful_information,'512317201630904320',#Southwest #AirTran #AlaskaAirlines have rescue flights for mid-afternoon today (Sept 17) at #sanlucas #sjd #RiuSantaFe #hurricaneodile
10552,other_useful_information,'511595478694117376',"RT @Murad72R: A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Cabo San Luc... http://t.coÂ"
10555,other_useful_information,'512285080555761667',@Skilling how does the rain from Odile impact the drought stricken areas of the SW?
10560,other_useful_information,'511595715454599168',"A Path of Hurricane OdileÂs Destruction, Seen Through Instagram http://t.co/JEyDzmNe7B Hurricane Odile came as... http://t.co/6rQYZKM6CX"
10562,other_useful_information,'511592984979460098',"#messagemelocal A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore o... http://t.co/pXKAikR0Ub"
10572,other_useful_information,'516672025788968961',@Expedia - My hotel in Cabo won't be fixed before my trip in Nov! Help!! #HurricaneODILE #SadPanda
10577,other_useful_information,'512016674607087616',@DebbieViray @andersoncooper #LosCabos #Odile  Airport reopened for aid flights only. Limited for passengers to domestic major airports
10586,other_useful_information,'512315188234973184',I'm very glad that my folks are alive and not seriously injured after #HurricaneODILE.  Mexican military will be airlifting them soon.
10592,other_useful_information,'512297276304551936',Promoting your raffle for #Cabo trip seems ill-timed due to current post-#Odile struggles @KarmaRescue  http://t.co/DlG8jy1qPH
10595,other_useful_information,'511999347387400192',PHOTOS: #HurricaneOdile leaves path of destruction in #LosCabos #Mexico: http://t.co/oFCJFh6Wyf http://t.co/NlnLz8Ymh8
10602,other_useful_information,'514199997630652416',"Â@EsperanzaResort: After a more thorough assessment of  #HurricaneOdile damage we will now be closed until Nov 15, FB page for more info!Â"
10606,other_useful_information,'511590452978794496',"Mashable :: A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/UJi6FBJKmG #socialmedia"
10620,other_useful_information,'511730147347931137',#Follow for local #Odile info: @KimQuintero @ArizonaWeather @ChrisDunnCBS5 @ErinSaidItWould @CassandraJFOX5 @AZweatherchick @JorgeTWeather
10621,other_useful_information,'511494662910398464',Hurricane Odile to Bring Life-Threatening Conditions to Baja California | TheSurvivalPlaceBlog http://t.co/6SeUvHbAid
10632,other_useful_information,'511990527906951168',"RT @jenichun45: @deeweeezie @teeenuh89 eating our first meal in 2 days! no food, water, electricity!! straight chaos! #HurricaneODILE"
10646,other_useful_information,'511960041151533056',Thanks everyone for your emails and concern. Our facilities were not heavily damaged and we will be back to work as soon as we can. #Odile
10659,other_useful_information,'511597868835426304',"As we said early morning, now we are Sending #Reiki again to #LosCabos #BCS #Mexico #HurricaneOdile"
10662,other_useful_information,'511590645543079936',"A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came asho... http://t.co/Nw8ezTYiJv #Tech #DC #SanDiego"
10666,other_useful_information,'511717426526826496',"Hurricane Odile Slams Baja California; Extensive Damage, Power Outages ... - The Weather Channel http://t.co/MhSGkkzpPo #hotel #resort #news"
10673,other_useful_information,'514507353857994752',RT @JudyAldrich2: Animals Stranded from Hurricane Odile - Help Now https://t.co/WSmnBhvzQf
10685,other_useful_information,'511545244878266368',"World #Hurricane Odile Spreads Destruction up #MexicoÂs #Baja Peninsula: CABO SAN LUCAS, MexicoÂ#HurricaneOdile... http://t.co/KCOcqXrDRt"
10692,other_useful_information,'511654795543711745',Destruction at #grandsolmar #Cabo #Baja #HurricaneODILE - http://t.co/9D5ym5S2iJ
10707,other_useful_information,'511656010482589696',"Before troops arrived in Mexico to help those impacted by Hurricane #Odile, what were adults and children taking from local shops? #intlrpa"
10709,other_useful_information,'512275590263500800',RT @RodrigoEBR: Mexican govt says there are no reports of American or Canadian casualties in Cabo after #Odile
10731,other_useful_information,'511623409541734400',#MÃ©xico RAW: Hurricane #Odile Damages After landfall &amp; Hits Baja California - Cab...: http://t.co/pzWom0cZdF vÃ­a @YouTube #BajaCalifornia
10732,other_useful_information,'512008711699972096',And they said the remnants of #HurricaneOdile wouldn't affect us. Lololololololol... #motoxÂ http://t.co/PLx1pl77dq
10743,other_useful_information,'511544623336919040',#Hurricane Odile Spreads Destruction up #MexicoÂs #Baja Peninsula http://t.co/BJVSC41bOo | Epoch Times
10745,other_useful_information,'511541207994863618',@drcurtrindal: @drcurtrindal: Made it through #HurricaneODILE #Cabolocals were extremely helpful! @weatherchannel http://t.co/lbBtURbAMA
10748,other_useful_information,'511944756692537344',@webcamsdemexico Thus far I haven't heard of any injuries or fatalities from #Odile. Have you heard anything?
10754,other_useful_information,'511591825207861248',"#mashable A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Ca... http://t.co/E2GqfJdsxf"
10755,other_useful_information,'512227840969158656',RT @MegayachtNews: #superyacht news YachtAid Global Providing Hurricane Odile Assistance http://t.co/qBWolJsBzu
10756,other_useful_information,'511864359434600449',"Last week, they said rain like like that wouldn't come for another 100 year.  Guess Odile didn't get that memo. #Morefloodsahead"
10761,other_useful_information,'511658338539409408',I added a video to a @YouTube playlist http://t.co/wL7OG3n8OF Hurricane Odile Blazed a Trail of Destruction Through Mexicos Baja
10777,other_useful_information,'514283140962336769',@barbaraJWalters Rescued from #HurricaneOdile &amp; started non-profit #RestoreBaja. Pls. Share our story: https://t.co/j43GG87tdj
10791,other_useful_information,'511930748639920128',RT @IndraPetersons: Parents in #CaboSanLucas reporting electricity already out. Windows sound like they are ready to blow. Thinking good thÂ
10793,other_useful_information,'511590850069934080',"A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/o0RXAmMBxO HiU! http://t.co/4OWgwCgBB1"
10800,other_useful_information,'511542063154749440',As #CaboSanLucas begins to survey the damage and begin the recovery process #Odile still is lashing #LaPaz #BAJACALIFORNIA #HurricaneODILE
10801,other_useful_information,'511922730472861696',"#HurricaneOdile is finally weakening as it rolls through Baja, but it has still caused a lot of damage and #flooding http://t.co/IHzED4JpSc"
10805,other_useful_information,'511523458573160448',RT @Ants_SNEweather: Even though Odile has made landfall and center is overland currently he is still a dangerous &amp; deadly hurricane http:/Â
10806,other_useful_information,'511594439715065857',"RT @Marijuana_Links: A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ash... http://t.co/YbBPTRw0na #mÂ"
10807,other_useful_information,'511910973121519616',"RT @NASASCaN: #TRMM sees Hurricane Odile strike Baja, CA. #NEN and #SN provide comm and tracking services.   http://t.co/E3Wwl33Ddk http://Â"
10818,other_useful_information,'511643134422708224',"Just went outside for the first time since #Odile hit Cabo. Hotel staff and security very strict, won't let us take pictures of the damage"
10819,other_useful_information,'511990965763313665',Odile or whatever remains of it would help with CA's drought problem but it is going to veer and flood Arizona instead.
10826,other_useful_information,'511600374781059072',RT @HumanityRoad: Melia Cabo Beach &amp; Golf Resort Web: http://t.co/inYD9ziQYt Damage Photo: http://t.co/i2k7nslisZ #hmrd #Odile
10834,other_useful_information,'511593132757360640',"A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/KDFdt0O5fv #Technology"
10840,other_useful_information,'512283602080784385',"RT @earthskyscience: Major Hurricane Odile struck Baja late Sunday.  Photos of damage and firsthand reports, here. http://t.co/0GhresUirn hÂ"
10843,other_useful_information,'511591770396700672',"#RT A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile ca... http://t.co/aYfWfdMBpe http://t.co/fuztzihCsv"
10852,other_useful_information,'511668383713337346',.@EneAnaM @Rebecca_Lammers RT@PzFeed os Cabos International Airport after hurricane Odile paid a visit http://t.co/umICGOPaQY
10855,other_useful_information,'511726105426796544',Jess is posting updates on our page as she gets them. Thoughts go out to BLA and San Carlos crews tonight. http://t.co/GUyqG8WHMx #Odile
10856,other_useful_information,'512327064327061505',RT @Associa: 2:45 PM CT Associa Mexico Realty Services UPDATE No. 2 #hurricaneodile #Odile http://t.co/EeJDX6GvwN
10864,other_useful_information,'512285732891672576',RT @janadoran: #Cabo RT @RodrigoEBR: The FAA says SJD will be used only for humanitarian aid flights until next Monday #Odile
10868,other_useful_information,'511725710239477760',RT @ABC7Melissa: A SoCal woman in Cabo shares her experience during Hurricane Odile and photos of the damage on Eyewitness News at 11pm. #OÂ
10878,other_useful_information,'511517907600146432',RT @LOrion: 8h RT @CabosNews #HurricaneODILE checkout itÂs destruction in #CaboSanLucas #cabosanlucas Photocredit @SkyAlertStorm http://t.cÂ
10888,other_useful_information,'514420010198913026',Hurricane Odile damage continues to be assessed: MEXICO (NBC) - Hurricane Odile damage continues to... http://t.co/oE7fADZlLH #hurricane
10895,other_useful_information,'511984067878088704',i always said nothing major or disastrous evr happens here n southern az &amp; we've been lucky so far however i may have spoke too soon #Odile
10896,other_useful_information,'512116579694178304',Mexico airlifts tourists after Hurricane Odile http://t.co/Skh8GUEB77 #thewalkingdead
10907,other_useful_information,'511731389180706817',"MT @NWSPhoenix: Odile will help drought a little, but drought buster will need heavy snow over mountains this winter to recharge reservoirs."
10924,other_useful_information,'512290181203116032',Watch Odile hit Arizona and NM on the National Weather ServicesÂ advanced weather data display. http://t.co/xsWkO6dTxc
10927,other_useful_information,'512053965023100928',"To get the number for the State DepartmentÂs Overseas Citizen Services, you can find it on my website or here on Twitter. #HurricaneODILE"
10928,other_useful_information,'512054163270668289',Hurricane Odile Leaves Trail of Destruction in Baja Peninsula http://t.co/ji8Z77iYqu #envhm14
10935,other_useful_information,'511654510091960320',"A Path of #Hurricane OdileÂs Destruction, Seen Through Instagram: Hurricane Odile came ashore over Cabo San LucasÂ http://t.co/oz4vw5q4fm"
10936,other_useful_information,'511989249399619584',"To check on loved ones in #Baja impacted by #Odile, contact State DepartmentÂs Overseas Citizen Services at 1-888-407-4747"
10942,other_useful_information,'511614777831862272',The pictures of the hurricane damage in cabo are not good  --&gt;   https://t.co/1NiSKjMTfC
10946,other_useful_information,'512299608618594304',Hurricane Odile Leaves Trail of Destruction in Baja Peninsula http://t.co/jDShrkhUlG
10947,other_useful_information,'511590666376208384',"A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/zM02UpEq6y #TalkRadiance"
